l1cordx,l2cordx,l3cordx,l1cordy,l2cordy,l3cordy,r1cordx,r2cordx,r3cordx,r1cordy,r2cordy,r3cordy,isSame,whichDirection,retentionDuration,l_words_word1,l_words_word2,l_words_word3,r_words_word1,r_words_word2,r_words_word3,subWord
909,896,893,487,537,577,1022,1014,1025,479,557,599,1,2,0.995314936176066,clean,watch,group,group,clean,relax,nan
905,918,903,603,497,535,1010,994,1004,535,503,601,2,2,1.08237796250014,alarm,taste,clean,clean,relax,group,watch
919,894,894,560,480,593,1014,1007,996,480,532,605,1,1,0.902970771153575,relax,clean,alarm,alarm,clean,taste,nan
901,907,908,595,560,529,995,996,1020,522,565,599,2,1,0.931338769446793,clean,group,relax,group,clean,taste,alarm
921,894,919,473,554,600,1013,1017,998,528,599,477,2,2,0.99431357530597,watch,taste,alarm,watch,clean,group,relax
920,926,923,578,492,526,1015,1011,1009,501,602,549,2,2,1.00859833896905,taste,group,relax,taste,group,watch,relax
921,910,911,565,532,476,1010,996,1008,565,605,518,1,2,0.911938206477162,relax,watch,group,watch,clean,alarm,nan
905,923,920,551,586,521,996,1007,1014,516,578,481,1,1,1.03160606112562,clean,watch,group,group,clean,alarm,nan
906,906,912,585,483,527,1011,1008,998,598,541,506,1,2,1.07792706067581,watch,group,alarm,watch,clean,relax,nan
922,922,918,504,598,560,995,1016,1014,602,556,478,1,1,0.921926521223042,taste,relax,watch,alarm,clean,taste,nan
908,901,893,570,476,508,1022,1001,998,505,537,574,2,2,0.987554622843623,alarm,clean,relax,clean,taste,relax,group
912,923,909,571,602,490,1014,996,998,519,595,561,1,1,0.956046017921465,relax,taste,watch,relax,watch,group,nan
916,923,901,513,582,476,1017,1009,1008,492,523,557,2,1,1.09704926249024,group,watch,alarm,relax,clean,watch,taste
925,906,903,585,539,486,1015,1018,1003,577,537,480,1,1,1.02175174146688,watch,taste,relax,group,relax,taste,nan
911,914,925,551,493,597,1015,1014,1025,605,506,473,2,2,0.950749841383689,alarm,group,taste,taste,clean,group,alarm
914,912,900,536,599,491,1026,1024,1011,579,521,481,2,2,0.926522945369673,group,alarm,taste,relax,alarm,watch,group
912,923,910,551,601,485,1000,1002,1009,590,556,482,2,1,1.00900097824368,taste,watch,alarm,alarm,clean,taste,group
924,900,900,590,527,485,1010,1001,1004,563,530,600,2,1,1.06556078629418,group,taste,alarm,alarm,clean,group,watch
922,893,912,490,524,603,1022,1002,1009,538,573,494,1,1,1.06740125420456,clean,group,alarm,taste,relax,watch,nan
898,922,926,475,548,578,1010,1021,1020,580,500,546,1,2,1.06666972940688,group,clean,watch,alarm,taste,relax,nan
899,901,897,566,493,532,1019,1017,999,560,491,594,1,2,0.940743086858783,alarm,group,taste,relax,group,alarm,nan
901,901,925,574,604,521,1000,1023,994,502,537,598,2,1,1.00888353984975,watch,group,taste,group,alarm,watch,alarm
918,914,897,550,607,495,1017,1018,1017,555,520,603,2,1,1.07498854430847,clean,taste,watch,watch,alarm,taste,alarm
899,903,899,607,529,576,1024,1016,1014,543,592,487,1,1,0.924200017233934,relax,watch,taste,watch,group,relax,nan
926,921,914,533,563,485,999,1008,1008,495,603,562,1,2,1.07127015370745,watch,relax,clean,watch,group,relax,nan
917,922,897,494,603,554,1008,1013,1024,515,483,555,1,2,1.07995520379247,watch,clean,relax,taste,clean,alarm,nan
899,925,895,571,492,529,995,1027,1010,507,569,599,1,1,0.943573024787294,taste,watch,alarm,alarm,taste,group,nan
922,906,915,496,605,546,1001,1026,1024,487,537,587,2,1,0.915395816986978,taste,alarm,relax,group,alarm,relax,watch
923,920,894,552,606,507,1016,1005,1010,568,514,604,1,2,0.994843032096374,taste,relax,group,relax,group,clean,nan
925,898,926,607,555,475,1023,999,1025,480,602,566,1,1,1.06700549314693,relax,clean,taste,clean,relax,watch,nan
912,914,911,563,525,478,1005,1008,1017,504,542,601,1,1,0.993878700408367,group,alarm,taste,clean,taste,relax,nan
912,916,905,478,572,520,995,1012,1017,525,562,603,2,2,0.982753987849899,alarm,taste,clean,clean,watch,alarm,group
899,896,917,558,607,492,1024,995,994,532,498,590,2,1,1.00054925277,clean,watch,taste,watch,taste,alarm,relax
910,911,925,487,591,527,1009,1023,1012,475,545,594,1,2,0.925087991999931,group,taste,relax,clean,group,taste,nan
911,923,906,479,564,603,1024,1024,1008,584,531,486,2,2,0.926457065085588,watch,relax,alarm,alarm,taste,clean,relax
898,902,916,491,531,586,1005,1010,1015,483,519,566,1,2,1.07409507302822,relax,taste,clean,clean,relax,group,nan
909,901,913,493,572,606,1017,1001,1012,474,542,508,2,1,1.02059003626038,alarm,watch,taste,watch,alarm,taste,clean
911,921,919,481,573,513,994,1018,1001,536,502,594,2,2,0.95306034521076,relax,taste,watch,clean,alarm,relax,taste
899,909,913,484,528,571,1011,1017,1012,603,488,566,2,2,1.07296051601139,taste,alarm,group,relax,alarm,taste,watch
914,898,905,528,596,560,1005,1009,1023,509,474,540,1,1,0.911621891644795,relax,group,clean,clean,watch,group,nan
894,900,921,584,511,544,1005,999,994,555,509,595,2,2,0.991550777020417,relax,taste,clean,clean,group,watch,relax
903,915,900,559,515,483,1026,1020,998,542,509,473,1,1,1.0444419288199,taste,relax,alarm,relax,watch,alarm,nan
911,912,920,529,581,494,1019,1024,1020,538,507,474,1,1,0.967799830319216,clean,alarm,group,watch,group,alarm,nan
904,903,926,597,554,480,1005,998,994,483,590,529,1,1,0.980243971385263,clean,taste,group,relax,clean,taste,nan
913,914,902,525,593,562,1015,1025,998,477,525,595,2,2,1.00539595043897,clean,watch,alarm,watch,alarm,taste,clean
905,917,917,595,512,557,1008,994,1004,570,506,600,1,2,1.0788471428929,taste,alarm,watch,relax,group,watch,nan
897,902,915,606,560,524,1013,1008,1024,585,484,555,1,1,1.05567213166266,watch,clean,relax,watch,relax,alarm,nan
923,907,907,596,542,507,1026,994,1014,500,552,597,1,2,0.913873520533801,watch,clean,group,alarm,relax,taste,nan
914,905,909,527,602,561,1014,1002,994,512,561,595,1,1,0.955756905724209,clean,relax,taste,relax,alarm,group,nan
915,919,925,571,487,605,999,1017,1004,563,518,605,1,2,0.975873966937213,alarm,relax,taste,watch,group,clean,nan
915,897,925,475,553,518,1022,1017,1000,600,540,488,2,2,1.07293450927661,relax,alarm,watch,relax,group,watch,clean
918,923,917,539,579,507,1018,1003,1003,549,487,582,1,1,0.98399207388214,alarm,group,taste,alarm,clean,group,nan
921,902,906,556,607,474,997,1005,995,605,560,493,1,2,0.947975494698377,clean,group,taste,clean,alarm,relax,nan
910,910,894,481,524,566,999,997,1022,593,494,550,1,1,1.01953090328274,relax,group,alarm,alarm,taste,watch,nan
898,919,912,597,558,480,1004,995,1019,507,601,565,1,2,0.995880880720398,clean,alarm,group,taste,watch,alarm,nan
906,916,912,551,515,595,1008,1019,1018,520,579,486,1,1,1.07970950036704,watch,taste,group,group,watch,taste,nan
920,898,905,594,531,482,1011,1005,1021,590,534,478,2,1,1.08694184758276,alarm,taste,watch,relax,group,watch,clean
898,916,922,503,538,580,1003,1011,1019,493,606,539,1,2,1.06357736676222,watch,alarm,group,group,clean,taste,nan
904,897,914,532,495,592,1021,1026,998,598,480,514,1,2,1.04178179578036,watch,alarm,group,alarm,taste,relax,nan
925,925,914,476,521,589,1020,1016,1007,599,485,535,1,1,1.0486441140809,group,taste,clean,relax,taste,clean,nan
920,923,903,565,606,481,1003,1010,995,579,540,485,1,1,1.07994195650331,group,watch,clean,relax,alarm,clean,nan
900,910,895,477,595,523,1014,1015,994,576,497,535,1,2,0.913047960967938,taste,relax,watch,watch,relax,alarm,nan
926,916,903,575,531,492,997,1016,994,531,599,476,2,1,0.967182234269172,clean,relax,alarm,clean,watch,relax,taste
895,926,901,601,482,519,1016,1001,999,495,560,603,2,2,0.90086701452176,alarm,relax,group,taste,watch,clean,relax
907,897,904,556,517,484,1005,1021,999,605,564,481,2,2,1.06561912062988,group,relax,alarm,taste,group,alarm,watch
906,918,921,525,568,482,1016,1011,1011,572,492,542,1,2,1.00148707546064,clean,relax,group,watch,group,taste,nan
906,921,898,598,507,563,1004,1008,1008,524,563,483,1,1,0.973232487229812,relax,watch,clean,group,clean,alarm,nan
896,919,898,592,545,498,1017,1017,1014,602,506,549,2,1,0.945327943528874,taste,relax,group,clean,taste,relax,watch
907,899,910,485,605,530,1007,1012,1003,485,533,570,2,2,1.00696634191938,watch,group,taste,alarm,relax,watch,clean
913,907,913,582,543,507,1007,1002,1014,598,492,556,2,2,0.957896973277913,relax,alarm,taste,taste,clean,group,alarm
926,893,898,535,488,569,1001,996,1013,606,561,499,1,2,0.913674179489041,watch,group,alarm,watch,taste,alarm,nan
900,904,914,509,605,560,1018,1013,998,549,480,581,2,2,0.916994149113385,watch,relax,clean,group,alarm,watch,taste
905,897,921,478,524,570,1021,1016,996,485,558,592,1,2,0.9136678936268,taste,clean,alarm,watch,taste,clean,nan
902,908,919,487,532,564,1025,1013,995,501,573,536,1,1,0.9819632998301,relax,group,alarm,taste,clean,watch,nan
903,912,902,535,475,566,1011,1012,999,532,566,481,2,2,0.924676276461876,alarm,taste,watch,group,relax,clean,watch
899,919,903,490,541,580,1000,1010,1011,525,591,473,1,1,0.988603318532447,alarm,clean,taste,watch,group,taste,nan
893,907,899,569,512,476,1014,1005,1022,478,597,516,1,1,1.07978794739286,relax,group,alarm,taste,group,alarm,nan
908,911,908,540,499,603,1000,1008,1004,501,563,602,2,1,0.970727800357132,relax,alarm,group,taste,watch,group,clean
901,924,904,507,473,577,1007,1019,1000,528,481,587,2,2,0.924035623910506,relax,group,taste,relax,watch,alarm,group
922,923,902,528,497,590,1022,1027,996,548,591,514,2,2,1.01382220508874,clean,taste,watch,taste,alarm,relax,watch
911,911,924,547,589,480,1008,1003,1025,544,589,514,2,2,1.0750065452731,watch,group,taste,watch,taste,alarm,group
923,923,906,534,588,490,1025,1020,1002,476,571,522,2,2,0.969714995420778,group,alarm,clean,alarm,watch,relax,group
925,894,905,507,547,599,1006,998,1015,531,489,596,2,2,0.908384200981754,watch,taste,group,taste,alarm,group,clean
912,920,913,573,535,605,1017,995,1001,516,475,597,1,2,0.928467943877678,group,taste,relax,watch,clean,group,nan
897,904,895,600,491,536,1013,1009,1002,517,485,555,2,2,0.915318566975283,taste,alarm,clean,clean,alarm,group,relax
924,900,900,505,607,561,997,1013,1019,501,535,582,2,1,1.04810531786018,clean,watch,group,clean,relax,group,alarm
913,920,917,604,565,527,1008,1001,999,476,606,530,1,1,0.9913050254638,clean,group,taste,watch,taste,relax,nan
922,904,912,504,473,546,1025,998,1021,607,473,515,1,1,1.03364986306311,clean,taste,watch,clean,taste,watch,nan
907,898,899,493,554,586,995,1016,997,544,597,478,2,2,1.03984921512063,watch,alarm,relax,watch,alarm,taste,clean
913,894,921,510,585,544,1007,1006,1027,507,473,587,1,2,1.01427144247815,clean,alarm,watch,clean,group,watch,nan
895,925,907,503,533,592,1002,1011,1016,564,475,518,2,2,1.02573866839089,alarm,group,watch,clean,taste,relax,watch
924,916,911,552,504,593,1001,1017,1003,576,542,475,2,2,1.07555278501801,alarm,clean,group,taste,relax,clean,group
914,922,910,549,585,495,1006,1014,1023,561,602,521,1,1,1.03247034792561,alarm,watch,clean,taste,clean,relax,nan
896,924,899,582,480,551,1025,1011,995,523,562,489,1,2,1.07508272237496,group,alarm,taste,alarm,group,clean,nan
916,916,895,556,602,478,1011,1020,1019,500,576,545,2,2,0.993503403767646,clean,group,taste,watch,clean,relax,taste
906,924,908,520,488,554,1021,1017,1024,479,534,599,1,1,0.928267205667333,group,relax,clean,clean,alarm,taste,nan
896,901,894,508,473,579,1005,1004,1014,516,559,477,2,2,0.913626891446518,alarm,group,watch,watch,clean,group,alarm
900,923,907,606,555,521,1009,1022,1018,481,593,525,2,1,1.04284848138397,alarm,taste,relax,watch,clean,group,clean
901,924,911,539,506,590,1026,1016,1009,536,586,497,2,1,0.961597205636597,alarm,taste,clean,group,clean,alarm,relax
900,903,914,601,518,566,998,1013,1019,524,482,590,1,1,1.03423279434231,taste,alarm,watch,clean,alarm,taste,nan
916,895,894,485,599,551,996,994,994,508,579,477,1,1,1.03048416708445,taste,clean,watch,alarm,watch,group,nan
918,919,917,514,567,601,1017,1022,1000,503,560,600,1,2,1.00620976766902,group,relax,taste,alarm,relax,taste,nan
911,896,898,546,508,475,1025,997,997,478,520,574,2,1,1.04302140635246,relax,taste,watch,taste,relax,clean,clean
911,917,913,575,474,508,997,1022,999,601,527,567,2,1,1.00096212460462,taste,clean,group,clean,taste,relax,relax
914,908,913,492,591,547,1016,1005,1025,554,474,593,2,1,0.997599871701046,alarm,clean,group,taste,clean,alarm,watch
926,915,919,590,482,555,999,1008,1022,512,547,594,1,1,0.999567661806,taste,alarm,group,group,relax,watch,nan
914,898,895,486,593,524,1017,1020,998,568,606,526,2,1,1.08719511066489,clean,group,taste,taste,watch,group,relax
913,911,921,482,545,596,1015,998,1016,476,549,517,1,2,0.977856336559305,clean,taste,group,clean,relax,alarm,nan
923,914,906,542,599,490,995,1014,995,605,566,503,1,1,0.923429033145515,group,taste,alarm,taste,alarm,relax,nan
912,893,906,540,596,506,1020,1025,999,600,491,550,2,1,0.948084710794248,alarm,taste,relax,relax,clean,alarm,group
904,909,904,555,505,597,1027,1015,1000,492,536,570,1,1,1.03698169892583,taste,group,watch,clean,group,relax,nan
925,923,911,600,565,517,1008,995,1015,573,519,480,2,2,1.06785072301192,alarm,relax,taste,group,watch,relax,taste
908,897,903,569,497,532,1005,1017,1022,557,517,594,2,1,1.09402892657961,relax,taste,alarm,taste,alarm,relax,group
913,908,905,493,528,593,995,1002,1022,502,550,604,2,2,0.943033922560807,clean,alarm,taste,relax,alarm,watch,taste
917,915,904,479,606,543,1001,1017,1010,537,570,478,2,2,1.05206866928365,group,alarm,watch,watch,taste,group,relax
916,903,914,580,527,479,1013,1006,1020,506,603,543,1,1,1.01682056997161,taste,watch,group,alarm,group,watch,nan
900,925,915,595,506,544,1014,1012,1003,487,605,552,2,2,0.980590315514248,alarm,taste,group,taste,clean,watch,alarm
895,916,926,506,586,543,1002,1001,1026,508,588,553,2,2,1.00200806755151,alarm,watch,relax,taste,relax,alarm,watch
902,900,924,586,504,541,1016,1024,1027,581,474,546,2,1,0.99912884381701,clean,relax,taste,clean,alarm,taste,alarm
922,911,905,476,510,566,996,1006,996,533,595,479,1,2,1.03027366850634,clean,alarm,watch,group,relax,clean,nan
912,922,899,543,503,586,1025,996,1005,483,528,595,1,2,1.04874122892459,relax,clean,watch,taste,watch,alarm,nan
908,911,924,498,572,607,997,995,1003,513,473,607,1,1,0.960390693825446,clean,group,alarm,taste,clean,alarm,nan
907,918,902,535,593,488,1005,1015,1001,533,605,568,2,1,0.917922387040425,relax,clean,taste,relax,watch,alarm,alarm
919,923,911,487,525,567,1016,1025,1019,481,569,607,2,2,1.06519309649685,relax,taste,watch,group,relax,watch,clean
915,921,924,592,479,512,1011,1004,1006,506,474,546,2,2,0.977917401784339,clean,watch,alarm,taste,watch,relax,alarm
915,897,896,476,598,523,1011,1019,999,607,556,508,1,2,1.05506097065377,taste,alarm,clean,group,clean,watch,nan
898,899,901,475,540,601,1006,1003,999,551,592,494,1,1,0.935873819056795,relax,clean,group,clean,relax,group,nan
907,898,907,473,575,542,1019,998,1024,502,539,569,1,2,0.921872241943558,clean,alarm,watch,relax,alarm,watch,nan
910,894,912,499,537,592,1003,1011,1025,527,476,588,2,2,1.08103166761833,watch,taste,alarm,relax,watch,alarm,clean
905,893,923,549,580,475,1015,1007,1011,599,521,481,1,2,1.0752702007845,relax,taste,group,relax,taste,watch,nan
909,913,900,542,474,584,1025,1027,994,598,523,554,1,2,1.09995851288895,alarm,group,taste,clean,watch,group,nan
904,913,925,575,484,542,1005,1003,1008,584,482,524,2,1,1.07285093721142,alarm,taste,relax,alarm,relax,taste,watch
919,924,907,485,571,529,1021,1014,998,537,604,498,1,1,0.907375504456775,group,clean,taste,taste,watch,relax,nan
906,917,919,555,514,586,1020,1013,1026,553,490,599,2,1,1.00893648840145,watch,clean,taste,group,taste,watch,group
917,903,910,568,494,604,998,1014,1003,514,585,477,1,1,1.09952323643671,clean,group,alarm,relax,taste,alarm,nan
909,909,904,606,497,532,999,1012,1024,545,499,586,1,1,1.00220163084921,group,taste,watch,relax,watch,taste,nan
917,901,907,595,481,559,1008,1003,1024,575,506,606,2,1,1.07470243518714,clean,relax,watch,watch,group,clean,taste
924,917,917,565,488,602,1017,999,1020,601,554,505,1,2,0.914044294467308,taste,group,alarm,clean,alarm,watch,nan
910,897,924,546,511,604,1016,1018,1024,493,591,526,1,2,1.0975077473656,clean,relax,alarm,alarm,taste,watch,nan
923,918,923,596,481,538,1017,995,994,527,582,479,1,1,1.08454268590934,taste,relax,group,watch,alarm,clean,nan
900,920,897,485,583,523,994,1021,1026,546,585,492,2,1,1.01285218391996,group,alarm,watch,alarm,watch,clean,relax
922,918,897,592,479,539,998,1007,996,594,525,487,1,1,0.986292410734869,group,watch,alarm,clean,alarm,watch,nan
896,904,923,495,535,596,1019,1022,1003,483,515,597,1,1,0.967568913051298,group,taste,watch,taste,relax,group,nan
908,912,915,479,511,582,1022,1026,1010,596,516,547,1,1,1.04414468556945,group,taste,clean,group,watch,alarm,nan
893,909,894,483,597,542,1019,1008,1026,591,547,480,1,1,0.902731113332667,relax,group,watch,group,alarm,watch,nan
920,896,910,525,595,490,1025,995,1013,522,478,560,2,2,0.974812038555165,taste,clean,alarm,group,taste,clean,relax
899,921,923,601,499,536,1025,1020,1003,497,532,567,1,1,1.08453704407843,alarm,clean,group,clean,watch,group,nan
898,916,906,562,518,602,1001,1015,998,599,543,510,2,2,1.00929592960585,relax,watch,taste,taste,watch,clean,relax
899,902,903,490,544,601,1011,1011,999,486,552,596,2,1,0.994777373950425,relax,alarm,group,watch,alarm,group,clean
916,925,901,483,531,578,1020,1013,1003,594,563,517,1,1,0.999307463688039,clean,taste,relax,watch,clean,alarm,nan
900,899,899,495,566,531,1011,1004,1008,589,474,552,2,1,0.961794216243879,clean,relax,taste,alarm,group,watch,group
903,903,906,573,540,482,1014,1019,1007,501,541,582,2,1,1.09016751176818,alarm,taste,clean,clean,taste,alarm,group
919,907,913,533,476,577,1012,1005,1008,476,603,519,1,1,1.0963986561746,alarm,taste,watch,watch,taste,clean,nan
910,901,902,527,557,604,1018,1023,1014,545,594,485,2,2,1.00271262070852,watch,group,clean,watch,clean,group,taste
923,899,914,600,478,545,996,1005,1009,586,546,494,1,1,1.09851796369441,relax,taste,alarm,relax,group,watch,nan
895,916,920,530,585,498,1010,1020,994,532,490,580,2,2,0.99116874041305,group,taste,alarm,alarm,group,watch,taste
907,899,896,508,540,474,1001,1021,995,539,603,474,1,2,0.98520817617842,clean,relax,alarm,alarm,group,watch,nan
912,910,917,511,601,559,1005,995,1007,534,474,600,1,2,0.942642955759582,clean,watch,relax,taste,group,watch,nan
912,903,915,545,599,481,1012,1007,1027,489,526,569,2,1,0.938649896085855,alarm,watch,relax,watch,alarm,taste,clean
920,908,909,484,581,541,1019,1026,1012,497,563,529,1,1,1.06655084919407,group,alarm,watch,group,taste,clean,nan
897,924,924,525,489,561,1007,1008,1024,593,508,551,2,1,1.04532741992099,taste,clean,alarm,alarm,relax,watch,group
903,900,896,508,543,477,1011,1005,1005,508,538,576,1,2,1.00594913878115,alarm,taste,clean,alarm,group,watch,nan
893,893,913,599,475,536,998,1015,1003,484,575,545,1,2,1.06581614749987,taste,clean,relax,alarm,taste,group,nan
925,923,901,578,535,489,1001,1022,1023,568,489,524,1,1,1.00237488626765,alarm,clean,taste,alarm,relax,group,nan
919,916,894,524,482,595,1003,1020,1020,574,604,521,2,1,1.01039236925091,watch,alarm,group,watch,group,taste,clean
918,910,912,604,567,506,1009,1012,1007,587,539,485,1,2,0.942656978803179,alarm,group,taste,alarm,clean,watch,nan
897,910,921,564,485,603,1002,1019,1023,578,529,488,1,2,1.01756412526455,group,taste,watch,group,taste,clean,nan
904,896,911,477,550,586,1002,1019,1008,560,473,508,2,1,0.928552645069628,alarm,relax,watch,alarm,relax,clean,taste
898,926,921,564,530,495,1024,1009,1009,504,584,542,1,2,0.91044470556503,relax,alarm,watch,group,watch,taste,nan
909,905,900,556,597,495,1013,1022,1008,509,566,604,1,2,1.03666158306119,alarm,taste,relax,group,alarm,relax,nan
920,914,914,589,510,550,1025,1010,1009,548,597,493,2,1,1.02171189568239,taste,clean,watch,watch,relax,group,group
914,906,899,523,563,476,1014,1026,1017,602,495,560,2,2,0.943931186956232,clean,relax,watch,clean,taste,relax,watch
916,893,902,528,488,607,1002,1020,997,556,502,606,1,1,0.981255988460269,taste,alarm,group,relax,group,clean,nan
914,911,893,568,535,489,997,998,1018,482,576,527,1,1,1.0259815889525,watch,alarm,clean,watch,taste,relax,nan
917,910,916,548,493,606,1012,1002,998,570,526,478,1,2,1.01106152494509,clean,alarm,relax,group,alarm,taste,nan
922,901,925,542,481,577,1009,998,1010,604,565,533,1,2,0.925515812407653,alarm,relax,group,relax,watch,taste,nan
914,894,918,581,523,479,1017,1012,1002,551,602,510,1,1,0.933839666331123,watch,taste,group,relax,watch,taste,nan
899,921,918,486,545,587,1019,996,1014,605,564,498,2,2,0.900199883623351,clean,watch,alarm,clean,alarm,watch,relax
912,894,911,544,595,485,1007,1009,1001,486,557,592,2,2,0.983632494239425,watch,clean,alarm,group,relax,alarm,clean
898,903,902,594,507,548,1013,1027,1026,486,597,556,2,2,0.997697135775289,taste,relax,alarm,alarm,group,taste,clean
923,919,901,574,605,488,1001,1017,996,485,597,527,1,1,0.931973768630494,group,watch,taste,group,watch,alarm,nan
895,925,902,523,568,476,1025,1023,1000,547,508,595,2,1,1.03336771544475,alarm,group,taste,watch,group,alarm,watch
904,912,925,556,601,488,1011,1010,1015,481,559,516,1,1,0.903584073810251,alarm,taste,watch,watch,alarm,relax,nan
912,919,900,556,589,514,1003,1003,1003,607,505,560,1,2,0.923935071303848,group,taste,watch,alarm,relax,watch,nan
909,917,911,490,563,596,1001,1000,998,600,547,508,1,1,1.0904250617756,clean,alarm,watch,relax,group,watch,nan
920,915,900,567,599,498,1026,1026,1000,534,603,473,1,1,1.09517079418644,alarm,watch,clean,alarm,group,taste,nan
911,915,907,599,503,554,1017,1019,1026,505,602,556,1,2,0.906182907733681,watch,alarm,group,clean,group,alarm,nan
900,924,898,476,578,513,1017,1026,1004,505,600,537,1,2,0.998776368750687,clean,taste,relax,alarm,group,clean,nan
917,911,905,577,526,476,1016,1016,1002,557,597,474,1,1,1.07254442562777,group,watch,alarm,taste,watch,alarm,nan
898,906,919,546,500,589,1020,1000,1016,605,538,495,1,1,0.948575233258622,taste,group,clean,relax,watch,clean,nan
915,915,920,594,558,492,1013,1003,994,562,493,530,1,1,1.06685403274376,group,taste,relax,group,clean,watch,nan
914,908,923,584,536,497,1011,996,996,546,502,600,1,2,1.06271823848057,alarm,taste,relax,alarm,group,clean,nan
900,897,911,564,487,531,1023,995,1004,512,584,554,2,1,1.02579462081513,group,relax,clean,clean,alarm,relax,alarm
899,908,920,511,567,599,1007,1003,1001,542,479,595,2,1,0.900447639712167,clean,relax,watch,clean,taste,watch,group
898,911,917,498,540,591,1002,999,1017,593,488,530,2,2,0.975944787945387,relax,clean,watch,taste,alarm,clean,group
898,906,894,501,564,534,1003,1016,1017,504,537,596,1,1,1.08088113929849,alarm,watch,clean,taste,alarm,group,nan
900,906,898,520,481,597,1024,1024,1022,577,476,511,1,2,1.03607033301294,clean,watch,alarm,taste,relax,watch,nan
925,918,901,577,506,544,1017,1005,1012,491,586,526,1,2,0.975764626145234,group,clean,relax,taste,group,clean,nan
893,910,901,514,563,480,1022,997,1013,487,569,602,2,1,1.02639094214047,taste,relax,group,alarm,clean,watch,watch
925,909,898,535,600,486,1006,1020,1011,606,555,514,2,1,0.948653904494118,group,watch,taste,relax,watch,taste,clean
894,896,901,603,512,475,1015,1009,1023,598,473,525,2,2,1.01428261432078,taste,alarm,relax,taste,group,relax,alarm
925,901,902,579,526,481,995,1017,1009,534,500,585,1,2,1.09634575475528,watch,relax,clean,group,alarm,taste,nan
903,908,925,509,546,588,1025,1017,1007,473,588,536,1,2,1.0699364037811,group,clean,alarm,taste,clean,watch,nan
910,914,904,558,501,595,1009,1008,1014,549,506,597,2,2,0.956688837137812,watch,clean,taste,group,clean,taste,alarm
922,917,903,475,545,588,1011,1016,1004,520,585,474,2,1,1.03649153289004,group,alarm,watch,alarm,clean,watch,taste
923,926,906,486,528,584,1019,1015,997,560,605,509,1,2,0.9716249061964,clean,relax,taste,alarm,taste,group,nan
899,924,903,595,475,552,1005,1011,1006,474,555,510,1,1,1.09738535399237,taste,relax,clean,clean,watch,taste,nan
915,896,918,488,521,554,1015,1000,1001,596,499,538,1,1,0.916797259151238,relax,alarm,watch,watch,relax,group,nan
924,925,905,519,582,488,1005,1011,1015,573,516,478,1,1,0.95006117727234,relax,taste,group,alarm,clean,group,nan
926,898,897,520,582,489,1004,1019,1020,546,601,512,2,2,1.062269323063,clean,group,relax,clean,taste,watch,relax
896,925,913,607,572,536,1015,1008,1008,550,607,509,1,2,0.916884620775617,group,watch,alarm,taste,watch,alarm,nan
899,913,905,556,490,594,1008,1018,1015,553,477,598,2,2,1.00625079274837,taste,alarm,clean,watch,alarm,clean,relax
918,901,905,484,595,526,997,1017,1003,604,541,492,1,2,1.06012459582959,taste,relax,group,group,relax,alarm,nan
894,895,895,476,536,588,1002,1026,1010,550,491,598,2,1,1.04776464838421,group,taste,relax,clean,group,relax,alarm
895,903,922,596,554,494,1026,1004,1004,494,528,567,1,2,0.928332596060492,relax,watch,alarm,clean,relax,group,nan
909,920,908,559,508,474,1017,1005,1021,473,540,590,1,1,0.987578851581005,relax,group,watch,alarm,watch,clean,nan
921,895,895,526,600,485,1016,1007,1019,594,539,504,1,2,0.970076074482694,taste,clean,relax,watch,taste,alarm,nan
926,905,923,491,589,553,1005,995,998,556,485,515,2,2,0.995699499439538,watch,alarm,relax,relax,taste,watch,clean
893,897,902,552,596,480,994,1015,996,604,562,485,2,2,1.01748068002482,alarm,clean,watch,taste,relax,clean,group
911,898,913,544,514,589,1013,1013,1012,513,478,546,1,1,0.929161139043904,watch,relax,alarm,relax,alarm,clean,nan
922,895,915,514,483,556,995,1006,1019,542,473,577,2,1,1.08106612144887,watch,alarm,group,taste,alarm,clean,relax
923,916,899,595,502,557,1003,1008,1022,539,594,506,1,2,1.02803884966644,alarm,clean,group,clean,relax,alarm,nan
921,896,925,575,517,487,1000,1009,1018,553,583,488,2,2,0.932587914288134,watch,alarm,relax,watch,alarm,relax,group
922,913,915,602,518,555,1009,1004,1023,480,597,513,2,2,1.01318211820033,clean,relax,group,watch,group,alarm,taste
918,899,911,540,477,576,1019,1001,999,482,550,519,2,2,1.08632322739544,clean,relax,watch,relax,watch,taste,group
897,915,922,479,518,581,1015,998,1000,477,590,554,1,2,1.05662037673693,clean,watch,taste,group,relax,taste,nan
910,910,911,594,485,526,1004,998,1023,477,524,567,1,2,1.0371374273958,relax,taste,clean,watch,clean,taste,nan
898,902,893,605,549,511,1003,1025,1009,490,577,545,1,2,0.993243856996548,taste,watch,group,relax,clean,alarm,nan
921,921,909,589,476,506,996,1010,1000,500,592,550,1,1,0.952063619133306,group,clean,watch,watch,alarm,relax,nan
924,920,920,598,477,562,999,1019,1018,532,569,602,1,2,1.0138536342154,alarm,taste,watch,relax,clean,alarm,nan
898,924,917,482,596,553,1018,1004,1023,487,520,563,2,1,0.949754132577615,alarm,clean,relax,alarm,clean,relax,group
922,893,912,557,483,513,997,994,1020,600,548,486,2,1,0.963860318304179,relax,taste,alarm,alarm,group,taste,group
